idx_NUTS3,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
DEA26,46,46,49,49,46,46,47,49,50,45,47,50,50,50,50,45,47,47,49,50,48,49,49,46,46,47,47,45,46,45,47,45,50,49,50,47
DEA27,47,49,45,47,47,49,48,48,47,48,49,49,48,47,47,50,49,47,47,46,46,50,45,45,48,46,50,45,46,48,50,48,50,49,46,49
DEA28,50,50,47,49,48,49,49,47,50,47,47,50,46,47,49,47,48,45,49,48,45,45,50,48,48,48,48,45,50,46,47,50,46,50,47,48
DEA29,48,48,48,46,46,47,45,48,45,45,47,45,49,45,50,49,45,50,45,50,50,48,47,45,45,45,45,45,46,48,45,48,47,50,45,48
DEA2A,48,45,48,45,45,45,47,49,45,47,50,48,45,48,48,50,50,48,48,50,45,48,50,45,47,45,48,50,48,50,50,45,45,48,45,45
DEA2B,48,48,50,49,45,50,47,47,46,47,45,50,45,47,45,48,47,46,45,46,50,50,50,46,47,46,47,49,45,48,47,50,47,49,48,46
DEA2C,45,48,50,47,49,46,45,45,49,47,46,46,47,46,49,50,49,45,48,50,45,50,46,45,50,50,46,49,49,47,47,47,49,50,48,47
DEA2D,49,47,49,50,48,45,45,46,45,46,45,50,48,50,45,50,48,48,49,50,48,50,47,49,49,49,45,49,48,49,47,47,50,49,47,46
DEA31,49,46,46,50,46,47,46,50,46,47,46,46,46,45,47,48,49,45,47,45,48,49,45,49,48,49,48,45,47,48,50,46,45,50,50,48
DEA32,48,47,48,49,49,49,49,50,47,46,48,49,48,50,45,48,50,49,49,45,50,50,46,47,50,49,50,48,48,49,49,47,45,48,47,50
DEA33,48,50,47,46,50,49,49,49,49,49,46,48,48,45,50,49,47,49,47,46,45,50,50,48,48,46,49,45,46,45,48,46,45,50,50,45
DEA34,45,47,48,47,48,46,47,46,45,50,49,47,48,47,48,49,49,49,49,47,46,47,50,48,45,48,46,48,50,45,47,47,50,47,50,49
DEA35,46,48,47,47,48,47,48,50,47,45,46,47,50,49,45,47,49,48,45,49,47,48,50,45,49,49,50,48,48,48,50,48,45,45,48,48
DEA36,46,48,48,45,49,46,48,45,45,45,50,46,48,50,46,50,46,48,48,47,50,49,45,46,48,48,47,47,47,49,49,45,46,45,49,48
DEA37,47,48,46,46,48,45,45,50,50,48,45,49,45,45,47,50,48,46,45,46,45,47,46,45,49,47,49,46,49,46,47,45,48,47,47,48
DEA38,45,48,48,49,45,50,47,47,45,50,49,48,50,49,47,46,48,48,48,46,46,50,49,50,47,47,50,47,46,45,50,47,45,48,49,50
DEA41,49,47,49,48,50,47,49,50,48,47,49,46,48,45,50,49,45,50,49,45,48,45,46,46,47,50,49,49,50,47,47,48,46,46,49,48
DEA42,48,47,46,46,45,46,45,47,46,47,49,49,50,46,48,46,48,47,48,48,47,45,46,45,46,50,46,46,48,49,48,48,48,50,47,49
DEA43,49,46,49,49,47,47,48,48,50,46,50,48,47,45,46,48,49,45,49,47,46,50,45,45,50,45,45,45,47,49,45,50,47,49,45,50
DEA44,47,46,45,50,49,49,48,48,47,45,50,45,49,49,48,48,49,49,45,48,46,47,50,50,48,47,48,45,49,45,48,49,47,49,48,45
DEA45,49,49,45,46,47,50,49,50,50,48,49,45,50,46,46,47,48,46,47,47,47,50,48,48,47,47,46,48,46,50,48,47,46,49,47,46
DEA46,45,49,47,48,47,45,50,46,45,47,47,46,50,46,45,48,45,47,46,49,46,49,47,50,48,48,45,45,47,46,48,47,48,48,50,50
DEA47,45,49,48,48,49,45,46,49,45,45,48,49,49,47,46,48,48,49,45,48,50,49,50,47,50,45,46,49,46,49,47,49,47,47,46,47
DEA51,48,45,48,46,47,47,47,47,47,47,46,50,47,48,49,48,48,50,48,46,47,46,46,45,48,45,50,48,48,46,47,46,50,48,50,50
DEA52,49,46,50,46,46,50,47,46,47,50,49,47,50,47,50,48,49,46,50,48,50,48,49,49,45,45,45,47,49,46,47,45,49,48,45,50
DEA53,46,49,49,47,45,48,46,46,49,49,46,48,46,47,49,50,45,49,46,50,47,45,47,45,46,50,45,45,46,49,46,48,47,49,47,48
DEA54,49,46,47,45,47,49,46,50,49,47,45,48,45,46,49,50,48,45,49,48,50,50,48,46,46,48,46,48,47,46,50,49,48,50,45,47
DEA55,50,46,48,46,49,46,50,49,49,49,49,50,49,50,47,48,50,47,49,45,47,45,47,50,46,45,48,48,50,49,47,46,47,48,48,48
DEA56,46,48,45,49,50,45,50,47,46,47,47,48,47,47,47,45,46,50,46,45,47,49,48,45,50,46,49,49,46,47,45,48,49,47,46,47
DEA57,47,50,46,48,48,47,49,45,50,49,45,47,50,45,50,49,48,46,49,47,49,50,49,48,46,50,47,49,45,50,46,49,49,49,50,47
DEA58,46,48,46,50,50,49,46,47,46,47,48,45,48,46,45,45,50,49,49,49,45,48,48,50,49,50,48,47,47,48,49,48,45,47,48,49
DEA59,50,50,45,48,48,50,46,46,46,48,47,50,47,48,47,48,45,48,48,47,45,46,47,46,45,49,45,46,47,46,47,47,46,50,50,50
DEA5A,45,46,46,46,47,49,46,50,46,49,46,49,47,45,46,46,47,47,50,45,46,45,45,49,45,49,48,46,46,49,47,45,49,45,45,46
DEA5B,50,46,45,48,49,48,46,47,45,45,46,50,48,48,50,47,50,50,45,45,48,47,46,45,47,50,50,49,49,47,48,45,47,47,45,50
DEA5C,47,48,49,50,46,47,46,49,45,50,48,46,49,45,45,46,47,48,47,45,49,46,48,48,49,49,46,45,49,48,46,46,45,50,47,48
DEB11,45,50,48,50,45,50,47,46,48,50,46,48,47,49,48,50,47,49,47,47,50,45,48,45,47,50,45,47,46,45,50,47,46,48,47,45
DEB12,46,49,48,47,46,45,48,50,48,50,45,48,48,48,47,45,49,46,45,47,48,49,46,48,48,50,50,46,46,48,49,47,46,48,48,47
DEB13,50,45,45,49,49,45,46,48,46,46,48,48,48,48,49,49,47,48,50,47,48,47,48,46,47,49,45,45,49,47,50,49,46,46,46,46
DEB14,46,45,45,46,49,46,47,47,47,48,48,50,47,49,45,46,50,50,45,45,47,49,45,49,49,47,46,47,50,47,45,48,46,47,50,50
DEB15,49,49,45,49,50,48,46,49,50,47,48,45,46,50,47,45,45,50,47,46,50,46,45,47,50,48,46,49,46,49,45,45,50,46,49,45
DEB16,46,50,49,48,48,47,45,50,50,48,48,48,48,50,50,46,45,50,49,50,46,46,46,47,45,47,45,47,46,45,46,47,48,45,46,48
DEB17,45,47,48,49,49,49,48,48,47,48,49,46,45,48,50,48,45,50,49,47,47,49,48,45,47,48,45,45,49,46,45,49,45,49,45,46
DEB18,48,48,45,46,49,50,50,49,47,50,49,48,46,48,47,50,49,50,45,50,45,46,45,48,48,50,50,45,48,49,47,50,50,48,45,47
DEB19,50,45,45,45,49,50,45,48,46,50,48,50,48,48,47,46,47,46,47,49,49,49,49,48,49,46,46,46,48,47,46,48,47,47,45,45
DEB1A,47,49,47,49,47,50,47,50,45,45,47,49,50,47,49,47,48,47,46,46,47,49,45,50,50,45,50,45,46,45,50,48,47,50,47,48
DEB1B,47,50,46,50,49,47,47,50,49,46,45,50,48,45,50,48,49,48,45,45,50,50,49,48,45,47,49,45,45,45,49,48,50,50,49,48
DEB21,48,46,50,46,46,49,49,48,49,49,46,46,45,47,45,47,46,45,47,47,49,48,46,49,50,47,47,50,50,46,46,50,48,46,46,50
DEB22,45,48,46,45,48,50,46,50,48,50,47,47,49,50,45,48,45,47,49,49,47,45,47,49,48,49,46,49,49,50,50,48,50,45,48,49
DEB23,49,48,49,47,48,50,50,50,45,50,46,50,46,45,46,48,49,48,47,50,45,50,49,50,45,47,49,47,50,48,47,48,47,47,49,45
DEB24,48,47,45,47,47,49,49,47,47,46,48,46,49,45,45,45,50,46,46,50,47,47,45,49,49,49,50,46,46,50,48,46,48,46,50,49
DEB25,47,47,49,50,45,45,48,47,49,47,48,45,46,46,48,47,50,50,47,47,50,45,45,49,45,49,45,49,49,47,50,49,45,46,50,48
DEB31,49,50,49,46,49,46,50,47,46,45,48,50,47,49,49,48,47,47,49,50,48,46,48,50,49,47,50,49,50,49,50,49,49,46,49,45
DEB32,50,48,50,46,48,50,45,49,47,46,49,46,48,47,46,48,46,48,47,47,50,49,47,47,48,50,46,45,49,46,46,47,45,49,46,45
DEB33,45,46,48,49,50,48,47,49,45,49,50,45,50,49,50,50,50,45,50,49,46,47,49,50,47,49,47,46,47,47,47,47,48,48,49,48
DEB34,49,48,46,50,49,48,46,45,47,50,49,46,48,50,50,46,47,49,49,48,50,49,49,48,47,50,49,47,48,49,48,48,49,45,48,50
DEB35,45,45,47,50,47,48,45,45,49,50,48,50,45,47,49,45,46,50,49,50,46,45,46,46,49,47,46,47,49,50,50,48,47,45,49,49
DEB36,46,45,50,47,47,46,46,50,48,50,48,49,45,45,50,48,46,50,50,45,48,45,47,46,46,47,47,45,50,48,48,48,47,49,49,50
DEB37,49,47,47,48,45,47,49,46,47,47,46,50,50,46,50,47,47,46,46,48,47,48,48,45,47,48,47,47,45,49,48,50,50,47,46,46
DEB38,49,50,48,49,50,50,50,49,49,46,48,45,50,48,50,49,49,46,48,50,50,47,46,49,45,45,45,46,49,50,45,46,49,48,45,45
DEB39,49,46,47,49,47,46,50,46,47,45,47,47,47,46,45,45,48,47,47,50,47,46,46,48,47,46,48,45,47,48,48,48,47,47,48,46
DEB3A,47,47,48,47,46,49,50,45,49,48,47,47,45,47,47,49,45,47,48,46,46,50,45,50,49,48,50,47,48,47,48,49,47,50,46,48
DEB3B,45,47,48,47,50,49,50,47,50,49,48,46,46,50,47,47,49,49,48,46,45,47,45,45,50,50,48,50,49,49,47,46,48,49,50,45
DEB3C,49,46,50,48,45,49,46,47,47,45,49,45,47,50,45,49,45,50,50,47,49,47,50,50,45,45,48,45,46,45,47,47,48,45,50,47
DEB3D,47,48,49,49,49,50,50,47,49,48,50,46,47,48,49,49,49,46,50,49,46,47,50,47,46,48,49,48,47,47,46,50,49,49,47,48
DEB3E,46,48,48,45,48,48,49,45,45,45,48,45,50,47,45,48,49,46,50,47,50,47,50,46,46,46,45,48,47,45,49,48,45,49,50,50
DEB3F,47,49,49,48,47,48,47,46,45,50,45,49,47,48,50,48,50,45,50,50,45,49,47,45,46,50,48,48,50,48,49,47,50,47,48,49
DEB3G,46,49,46,47,49,45,47,46,49,46,45,50,45,49,49,48,47,46,47,50,47,48,45,47,48,45,45,48,48,47,48,45,46,45,49,45
DEB3H,49,47,50,45,45,45,49,45,45,47,49,47,46,45,50,50,47,49,45,46,49,49,46,50,47,50,49,49,46,47,46,49,45,46,48,45
DEB3I,45,45,47,45,46,47,46,50,49,47,46,46,46,47,49,49,45,50,46,46,48,49,49,47,50,49,48,48,47,48,49,45,46,48,45,45
DEB3J,45,47,47,47,46,47,50,45,47,50,48,48,47,48,48,47,50,48,48,45,45,47,50,45,48,48,46,45,46,48,50,49,47,48,48,45
DEB3K,50,45,46,47,46,49,48,50,50,50,48,48,50,46,47,47,48,49,49,47,45,45,48,49,46,46,45,48,45,47,48,45,46,47,47,50
DEC01,50,49,48,45,50,49,45,50,50,50,46,48,49,46,50,48,45,45,48,47,47,45,46,47,50,45,48,46,49,45,50,47,48,49,47,46
DEC02,48,48,47,46,46,47,46,50,49,45,50,49,46,49,45,45,45,46,48,47,49,47,47,47,48,46,46,47,47,47,48,46,45,45,48,45
DEC03,46,47,48,47,45,47,48,50,50,49,45,45,45,48,50,46,48,48,49,45,47,47,45,45,45,49,47,49,48,50,47,47,50,50,45,48
DEC04,50,50,47,50,47,46,49,46,47,50,47,47,46,45,45,47,48,46,46,46,46,47,45,46,46,45,48,46,46,47,48,50,50,45,50,47
DEC05,46,49,49,47,49,49,47,46,45,50,49,47,47,47,46,49,46,48,45,47,48,48,46,46,47,45,48,49,47,45,47,45,47,47,49,48
DEC06,46,46,50,45,45,50,50,49,45,49,50,46,50,50,46,45,48,45,47,49,48,49,49,46,45,50,48,45,50,50,48,46,50,48,50,45
DED21,45,45,45,45,46,45,46,47,45,50,48,48,45,48,46,49,48,48,45,47,49,45,48,47,47,50,49,45,50,46,45,48,45,45,45,49
DED2C,50,46,48,49,45,49,45,49,45,50,48,49,45,47,48,46,46,48,46,46,48,50,48,50,50,46,49,45,48,48,47,46,48,49,48,49
DED2D,49,48,49,48,50,46,49,49,48,49,47,48,50,46,45,49,46,46,48,50,50,45,45,48,47,46,48,47,49,50,49,50,49,50,46,46
DED2E,49,47,48,48,46,49,45,50,45,46,50,46,49,45,45,48,50,47,50,45,45,49,49,45,47,48,49,47,45,47,50,48,48,47,50,46
DED2F,46,45,48,48,45,46,47,48,45,50,45,45,48,45,45,45,46,50,49,50,47,48,45,46,49,47,45,47,45,48,48,46,45,49,47,46
DED41,49,46,45,45,46,45,46,50,45,50,50,50,48,50,47,45,45,46,49,48,47,50,49,48,46,45,46,48,48,46,46,49,46,50,45,48
DED42,48,45,45,47,49,46,49,47,48,50,49,47,48,47,49,46,46,47,45,46,48,47,48,47,46,48,49,47,48,45,48,47,49,45,48,48
DED43,47,46,46,47,45,46,45,45,49,47,48,49,45,46,50,47,50,49,45,49,50,46,48,50,50,45,48,47,45,47,47,46,47,50,46,49
DED44,48,45,46,45,50,50,47,49,46,46,46,48,48,45,50,48,47,50,47,49,50,48,47,45,48,47,46,46,47,48,49,50,48,48,49,48
DED45,46,50,46,46,47,47,50,46,45,47,45,45,46,45,48,49,47,48,45,48,46,48,47,48,47,47,47,49,46,50,47,49,45,45,45,49
DED51,46,50,48,45,49,46,50,50,46,47,46,48,46,47,47,46,46,48,49,48,45,50,45,47,48,50,50,50,49,45,45,49,48,50,47,45
DED52,49,45,46,48,50,50,47,50,50,46,46,45,46,46,49,49,46,47,47,47,45,46,50,45,47,48,48,50,49,45,47,48,50,49,47,50
DED53,46,49,49,47,46,46,49,49,46,50,47,49,49,49,47,48,48,50,49,49,46,50,49,46,46,48,47,49,45,49,47,50,46,47,48,48
DEE01,49,49,50,46,50,50,45,50,45,48,46,48,45,50,45,46,46,48,48,46,46,47,45,47,48,50,46,49,48,49,48,45,47,47,50,49
DEE02,47,46,49,46,45,50,49,50,45,46,45,50,46,47,46,49,46,45,49,45,45,47,50,49,46,48,46,48,45,47,45,47,46,49,46,49
DEE03,47,49,50,46,45,48,47,49,49,48,49,48,45,46,48,48,45,50,48,45,48,45,47,50,48,46,50,48,49,50,47,50,48,49,47,46
DEE04,49,48,48,45,50,49,49,45,45,48,49,49,49,45,47,46,50,49,50,47,47,49,46,47,45,50,50,49,47,50,49,48,47,50,46,48
DEE05,48,47,46,45,46,48,47,50,49,46,45,45,50,48,48,48,48,47,50,50,47,47,49,46,48,50,46,48,50,50,50,48,48,50,47,50
DEE06,45,46,45,46,45,49,46,47,48,47,46,49,48,47,48,50,48,49,49,50,48,46,45,46,45,49,47,48,46,50,46,47,45,48,47,47
DEE07,50,47,50,45,50,49,48,49,48,45,45,48,47,46,50,45,50,45,50,46,49,49,49,47,50,47,50,49,48,48,49,50,48,46,45,49
DEE08,47,47,47,50,47,50,47,49,47,49,48,48,48,49,46,48,47,47,49,49,47,49,48,46,49,48,45,50,49,50,49,48,50,46,47,46
DEE09,45,45,49,47,47,45,48,47,48,49,50,47,48,45,47,47,45,50,49,48,47,49,45,47,50,47,50,45,50,46,50,46,45,50,46,49
DEE0A,45,45,47,45,49,50,48,45,47,50,48,48,47,48,49,48,46,45,47,46,47,45,48,49,50,45,46,48,50,46,46,45,50,46,47,46
DEE0B,45,46,45,45,46,49,46,46,49,48,47,47,46,46,47,50,45,50,45,46,45,48,47,48,47,45,50,45,48,48,45,47,47,50,45,46
DEE0C,50,48,47,49,50,47,50,48,49,48,46,48,49,48,46,46,48,46,50,48,50,45,47,47,48,46,50,50,50,47,46,50,48,46,49,48
DEE0D,46,49,46,50,45,48,47,49,46,48,48,50,46,49,45,46,48,48,50,48,50,45,45,45,50,49,48,45,45,47,45,50,49,49,48,48
DEE0E,50,48,47,46,45,50,50,45,49,45,48,50,46,47,47,45,50,47,45,50,45,47,50,45,46,49,49,45,50,46,49,45,49,47,45,46
DEF01,50,45,50,45,48,48,47,45,48,46,48,50,47,48,50,45,48,50,47,48,47,48,49,46,50,46,45,46,50,45,48,46,47,49,47,49
DEF02,48,46,49,45,48,49,50,50,49,45,45,47,50,48,47,46,47,45,50,47,50,47,47,49,46,49,50,50,45,48,50,46,46,50,45,46
DEF03,46,46,48,48,48,48,46,46,45,45,47,50,47,48,48,45,45,49,45,50,48,45,49,45,45,47,48,46,48,49,47,50,50,45,48,48
DEF04,50,50,45,47,49,45,48,47,50,48,49,47,45,47,47,48,45,49,48,50,46,46,50,50,50,45,46,47,45,45,45,45,45,45,49,49
DEF05,45,48,47,48,49,48,48,47,48,45,45,50,48,50,45,46,47,49,48,49,46,45,47,48,46,45,50,50,46,48,48,45,49,46,49,46
DEF06,45,49,49,50,50,45,48,48,48,49,50,49,48,49,46,46,45,49,45,45,48,50,50,49,47,46,48,50,46,45,47,45,47,45,46,50
DEF07,45,50,45,49,48,50,49,46,45,47,47,47,48,48,48,50,50,46,46,50,45,45,45,46,45,47,46,46,48,45,47,45,45,50,46,48
DEF08,46,46,48,45,48,47,48,49,46,47,50,49,45,45,45,45,50,45,45,48,48,50,49,47,45,48,48,49,50,49,45,48,50,49,50,49
DEF09,47,47,50,47,50,46,45,47,46,48,48,48,48,47,46,45,49,49,49,48,46,47,47,48,48,50,46,48,47,48,48,48,46,46,46,47
DEF0A,45,50,49,47,47,50,50,50,50,50,45,48,45,50,45,50,49,48,49,45,50,46,50,47,48,45,47,50,50,47,47,48,50,46,50,46
DEF0B,46,49,46,50,47,45,48,48,46,46,48,46,46,50,45,48,48,49,49,47,48,50,50,45,48,48,50,47,46,48,47,47,46,50,50,45
DEF0C,47,47,45,46,47,47,46,46,49,47,47,50,47,48,46,46,49,47,49,45,45,50,49,50,46,45,49,46,49,48,46,50,48,50,49,46
DEF0D,47,49,45,48,47,47,50,45,48,48,49,48,46,47,45,49,45,49,50,47,48,45,50,46,48,47,49,50,47,47,49,49,47,45,47,49
DEF0E,46,47,47,50,47,46,49,48,48,47,45,49,49,48,47,47,48,50,47,48,46,49,50,45,50,49,46,47,45,45,46,50,48,45,50,49
DEF0F,48,48,48,45,48,47,50,47,50,47,50,49,48,50,47,47,50,46,49,45,47,49,46,47,48,48,45,50,45,45,45,49,47,46,50,46
DEG01,49,48,48,50,47,49,48,49,46,45,50,48,46,48,48,45,46,45,46,45,49,49,49,45,45,50,46,49,48,45,47,45,46,50,46,45
DEG02,49,46,47,45,46,48,47,45,48,48,46,46,50,46,45,49,48,50,49,47,48,50,46,50,47,46,46,47,49,49,48,50,50,45,47,45
DEG03,47,50,50,47,46,45,50,48,50,49,46,50,49,50,50,50,45,49,47,46,49,49,45,45,47,50,48,45,48,46,47,47,50,50,49,50
DEG04,50,45,46,48,49,45,45,50,50,45,47,50,48,50,47,46,50,45,46,47,50,49,50,45,46,46,45,49,46,46,46,45,48,46,50,47
DEG05,49,45,45,49,50,48,48,50,50,49,49,45,45,47,45,49,45,48,47,49,45,50,50,48,45,47,50,46,46,47,50,49,50,50,46,50
DEG06,50,45,50,45,45,48,46,49,45,50,46,47,46,50,48,48,45,45,49,50,47,49,45,49,50,49,50,49,46,50,46,49,48,50,49,50
DEG07,50,48,46,47,47,48,46,50,49,47,45,46,50,45,46,49,49,49,46,45,49,48,48,47,50,46,50,47,50,46,50,48,50,47,45,50
DEG09,49,46,46,50,48,47,47,45,49,50,50,48,48,47,47,45,49,48,46,49,48,49,49,49,46,47,47,50,50,49,47,49,48,48,46,47
DEG0A,46,50,50,50,46,45,48,47,48,48,46,46,49,47,45,45,50,50,45,49,47,45,46,45,49,48,46,47,47,47,47,50,50,48,47,46
DEG0B,50,48,50,50,49,47,47,49,46,47,48,47,50,48,45,47,49,48,49,49,48,49,45,50,49,48,49,47,46,47,45,47,49,49,50,46
DEG0C,45,50,50,46,49,48,49,48,47,45,48,48,49,47,48,46,48,48,48,48,46,47,46,50,48,46,48,45,48,48,48,48,47,50,47,50
DEG0D,47,47,49,48,45,47,46,49,50,48,47,45,49,50,49,48,46,49,48,46,47,45,48,46,45,46,49,50,46,49,50,47,45,45,50,46
DEG0E,46,47,49,50,48,49,49,47,46,50,48,48,48,50,49,45,47,46,49,48,47,45,49,46,48,45,46,46,47,45,45,48,45,49,46,45
DEG0F,46,48,45,46,48,47,49,47,47,49,45,45,46,45,48,46,48,50,50,50,45,46,47,47,45,50,49,49,50,47,45,50,48,45,48,45
DEG0G,49,46,45,48,50,45,45,46,47,47,45,47,48,46,48,48,50,48,48,48,48,45,46,45,47,45,50,49,50,48,49,48,45,50,45,48
DEG0H,47,50,49,45,49,47,46,49,50,50,48,47,47,45,46,45,46,49,46,50,45,45,48,48,49,49,45,45,47,47,50,46,47,49,47,49
DEG0I,50,46,48,48,49,45,47,47,46,48,50,49,50,50,49,49,48,47,47,45,47,50,45,50,45,50,46,49,48,47,47,45,50,50,45,46
DEG0J,50,48,48,48,48,50,46,49,48,45,49,50,45,46,45,47,47,50,48,45,46,50,50,47,49,46,50,49,49,46,45,48,47,48,46,46
DEG0K,47,47,46,49,50,49,50,47,49,47,47,47,49,46,50,48,46,50,49,48,48,47,49,49,45,49,46,50,46,46,49,50,50,45,48,47
DEG0L,50,50,50,46,47,46,48,45,46,46,49,48,50,49,48,48,49,46,50,50,47,48,45,46,48,49,47,46,49,45,45,49,46,47,50,49
DEG0M,50,49,48,46,45,47,50,47,45,47,49,46,50,48,49,50,45,50,47,50,50,47,48,48,46,47,48,47,50,49,50,47,47,46,48,48
DEG0N,48,47,50,50,48,48,46,50,47,45,45,47,50,48,46,46,48,50,45,48,45,46,47,49,48,50,45,48,48,49,46,50,49,47,47,47
DEG0P,48,50,45,47,47,45,46,50,45,48,48,49,49,49,50,45,45,47,48,48,49,45,48,49,48,47,46,47,46,48,46,49,47,46,48,47
DEZZZ,47,45,48,47,48,48,47,49,45,45,48,46,47,46,46,50,50,46,45,50,50,49,46,50,48,47,47,46,45,46,47,47,50,48,50,46
EE001,49,50,48,50,49,45,48,49,45,48,45,48,50,49,48,46,46,50,47,49,48,45,49,46,48,49,45,48,49,48,47,47,46,48,48,48
EE004,48,50,46,47,48,46,49,47,47,46,49,50,48,50,46,48,50,45,48,50,48,45,46,45,48,50,45,49,46,50,49,48,47,49,46,50
EE006,48,46,50,46,50,48,48,50,49,47,45,45,45,50,49,45,47,45,47,46,49,47,47,46,46,49,45,49,48,46,48,47,50,48,49,48
EE007,46,49,48,45,46,48,49,48,46,47,48,50,45,48,45,45,47,47,50,48,48,50,46,45,48,50,49,47,49,49,46,49,45,47,47,48
EE008,48,50,49,48,50,46,46,46,49,50,45,48,48,47,50,50,49,47,47,50,48,49,50,49,49,45,49,46,45,46,47,47,48,45,47,50
EEZZZ,45,48,45,50,48,45,49,45,49,48,49,45,45,45,47,45,46,45,50,48,48,47,50,47,45,50,47,45,49,50,47,46,49,50,50,49
IE011,48,50,45,50,46,48,46,45,45,50,50,46,48,47,45,46,50,46,49,47,49,48,48,49,46,45,48,47,46,48,49,46,49,45,49,50
IE012,50,50,48,50,50,48,46,50,47,46,49,47,50,48,45,49,45,48,48,46,49,49,48,50,50,48,48,50,50,49,48,50,46,49,45,50
IE013,46,46,45,50,49,48,47,50,47,47,47,45,47,46,50,46,47,49,50,45,45,50,48,47,46,46,46,46,49,48,48,48,48,48,45,50
IE021,48,49,48,46,45,47,48,49,45,50,48,47,45,49,47,50,47,45,50,46,48,45,47,46,46,48,45,48,46,46,48,47,46,49,45,47
IE022,47,47,48,45,46,47,48,48,46,47,45,50,48,47,45,48,46,46,46,47,45,46,48,48,50,45,47,45,46,48,49,45,45,46,50,50
IE023,46,47,47,45,45,48,47,49,47,49,48,48,46,49,49,47,48,46,48,45,45,50,50,48,46,50,50,47,47,46,47,48,45,50,45,47
IE024,48,50,50,46,48,50,50,50,45,49,48,49,48,48,47,47,48,45,46,50,50,48,46,49,46,45,45,47,49,48,49,45,49,48,45,46
IE025,49,49,49,46,48,49,50,49,45,48,47,46,45,45,50,49,46,48,48,47,48,45,45,49,47,49,47,49,46,46,48,45,45,45,49,49
IEZZZ,48,45,45,47,49,49,48,45,45,45,48,45,47,50,46,50,48,46,47,49,47,45,47,49,47,46,45,45,47,45,47,45,48,50,47,50
EL301,50,50,47,48,47,48,46,50,47,49,46,50,49,48,47,46,48,46,49,49,49,48,48,50,49,47,47,47,45,50,47,50,45,50,47,45
EL302,50,45,46,49,46,45,45,47,46,49,48,46,46,47,50,47,45,48,49,48,46,45,45,48,48,45,48,49,49,48,49,45,49,49,48,50
EL303,49,50,48,48,45,46,48,46,47,50,49,47,48,49,48,45,49,50,49,46,48,45,48,50,46,48,50,47,49,50,50,47,48,47,48,48
EL304,50,48,46,50,49,45,48,45,46,50,49,47,50,45,49,48,50,49,50,47,49,48,45,45,50,50,48,50,45,50,49,49,45,49,49,47
EL305,50,50,49,49,47,47,48,47,49,46,49,45,50,45,45,49,47,50,46,46,47,45,46,49,46,49,46,45,47,45,45,48,48,46,48,50
EL306,45,49,45,49,45,45,46,49,48,45,48,48,49,50,48,46,49,48,50,47,49,50,46,50,45,46,49,46,45,50,46,49,48,46,49,45
EL307,47,45,50,46,50,47,46,45,48,47,47,45,49,49,47,46,47,50,45,48,50,50,50,49,47,47,45,47,46,50,47,46,48,46,49,48
EL411,47,50,49,45,45,46,48,46,45,47,45,45,50,49,48,49,49,45,45,50,46,47,45,50,45,50,46,47,47,46,48,45,50,49,45,48
EL412,48,50,47,47,46,45,50,47,48,45,49,46,48,46,47,48,46,45,46,47,49,46,48,45,50,49,46,48,45,46,47,48,50,49,46,45
EL413,49,45,47,46,47,45,48,48,47,50,46,50,47,45,47,46,47,48,46,46,48,45,47,47,48,48,50,47,45,46,49,49,48,48,46,45
EL421,47,48,48,49,49,47,46,45,48,48,46,48,45,45,47,47,50,46,50,46,48,45,50,50,50,46,50,46,47,50,48,50,50,50,48,45
EL422,45,49,49,49,49,47,45,46,49,45,48,46,47,47,45,48,45,49,46,49,50,45,48,46,48,45,49,50,48,48,49,45,48,49,50,50
EL431,47,46,49,49,46,50,50,48,49,47,45,48,45,46,50,47,45,48,49,50,45,47,45,49,46,49,48,48,47,49,48,47,45,48,50,50
EL432,46,47,46,48,47,46,49,47,48,47,47,47,46,46,49,46,48,45,47,47,47,48,45,45,50,45,50,48,46,48,50,45,47,47,49,50
EL433,46,45,50,47,48,50,50,50,48,46,45,48,50,45,49,48,45,47,46,50,49,45,49,45,48,47,49,49,45,48,48,45,50,49,49,45
EL434,48,46,47,47,45,45,49,50,45,48,47,49,45,48,48,46,50,50,50,46,46,48,50,45,48,50,50,47,49,48,48,48,50,50,47,45
EL511,46,47,46,45,45,46,46,45,49,46,50,50,48,47,47,48,45,46,49,46,48,50,49,49,50,46,46,48,45,46,45,45,46,46,45,49
EL512,49,46,48,48,45,46,49,49,47,50,47,47,50,46,46,46,50,45,47,46,47,48,46,48,45,45,46,50,46,47,49,45,48,47,46,48
EL513,45,45,49,49,46,48,45,49,46,47,48,48,50,46,45,46,49,50,48,47,49,45,50,45,47,46,45,48,45,49,46,45,45,48,50,46
EL514,50,45,45,46,47,49,48,45,45,47,48,45,48,49,49,49,48,46,50,46,48,47,47,49,45,48,45,48,49,46,46,48,47,47,47,45
EL515,45,49,46,50,50,49,45,45,47,46,48,47,45,45,47,47,47,46,47,48,46,48,48,48,48,50,45,47,47,46,49,50,48,46,45,48
EL521,49,45,47,49,46,49,45,45,48,46,48,45,48,48,46,46,46,46,46,46,48,49,45,49,50,50,48,50,46,50,48,50,48,48,49,45
